  #time	ai	proti	chi2	massp                                                                                                                                                                              
   4150.0051999999996        1.3977537999999999E-002   19.704610594852557        99.947790927498815        2.0000000000000000     
   1800.0052000000001        1.2948682000000000E-002   21.758358120564438        99.795519265177262        1.0000000000000000     
   7650.0051999999996        1.3943406000000000E-002   19.550710517692174        99.467202613846439        2.0000000000000000     
   4050.0052000000001        1.3949507999999999E-002   19.581969755260353        99.383272859867105        2.0000000000000000     
   6100.0051999999996        1.3968342999999999E-002   19.698228677791558        99.136007239807654        2.0000000000000000     
   6950.0051999999996        1.3962883000000001E-002   19.671747157423962        99.016494795060751        2.0000000000000000     
   4900.0051999999996        1.3965076999999999E-002   19.690233234736187        98.937081425802504        2.0000000000000000     
   1600.0052000000001        1.3977869000000000E-002   19.794713123472622        98.852716980713993        1.5000000000000000     
   7300.0051999999996        1.3838572000000000E-002   19.244112113577838        98.792841244630438        2.0000000000000000     
   4200.0051999999996        1.3944461000000000E-002   19.606989789623430        98.384644810166080        2.0000000000000000     
   4100.0051999999996        1.3759486000000000E-002   19.084403928389019        98.352682049355323        2.0000000000000000     
   1300.0052000000001        1.2480722000000000E-002   18.076082571654293        98.313795343503514        1.0000000000000000     
   5700.0051999999996        1.3913866000000000E-002   19.484210429749041        98.223053096787979        2.0000000000000000     
   5500.0051999999996        1.3444210000000000E-002   21.356386814693096        98.138194143099781        1.5000000000000000     
   4900.0051999999996        1.3939253000000000E-002   19.615367471407410        97.716114141454355        2.0000000000000000     
   1700.0052000000001        1.3198764999999999E-002   21.569480339108615        97.507651481690417        1.0000000000000000     
   1150.0052000000001        1.3524678000000000E-002   18.746424545358462        97.402362369542146        1.0000000000000000     
   3400.0052000000001        1.3830139000000000E-002   19.269592438444771        97.072602965625734        2.0000000000000000     
   4250.0051999999996        1.3753994000000000E-002   19.105227633913184        96.927816768148503        2.0000000000000000     
   1350.0052000000001        1.3550290000000000E-002   21.212464933083815        96.836759391908572       0.50000000000000000     
   7000.0051999999996        1.3771309000000001E-002   19.153670922327379        96.345215459255812        2.0000000000000000     
   4950.0051999999996        1.3748198000000000E-002   19.107955480652645        96.298495059966925        2.0000000000000000     
   1150.0052000000001        1.1874068999999999E-002   18.046645758879102        95.786282378843040       0.50000000000000000     
   4200.0051999999996        1.3790349000000000E-002   19.211649421357109        95.671158001835664        2.0000000000000000     
   4200.0051999999996        1.2048645000000000E-002   21.955429340230843        95.651753170623337        1.0000000000000000     
